"disaster_number","historic","classification_key","disaster_group","disaster_subgroup","disaster_type","disaster_subtype","origin","associated_types","ofda_bha_response","appeal","declaration","magnitude","magnitude_scale","start_date","end_date","entry_date","last_update"
"2009-0436-IDN","No","nat-hyd-flo-fla","Natural","Hydrological","Flood","Flash flood","Heavy rains",NULL,"No","No","No",NULL,"Km2","2009-10-08","2009-10-08","2009-10-18","2023-09-25"
"2009-0443-IND","No","nat-hyd-flo-riv","Natural","Hydrological","Flood","Riverine flood","Torrential rain","Broken Dam/Burst bank","No","No","No",NULL,"Km2","2009-10-09","2009-10-09","2009-10-16","2023-09-25"
"2009-0476-VNM","No","nat-hyd-mmw-lan","Natural","Hydrological","Mass movement (wet)","Landslide (wet)","Heavy rains",NULL,"No","No","No",NULL,NULL,"2009-11-06","2009-11-06","2009-12-08","2023-09-25"
"2009-0478-KHM","No","nat-met-sto-tro","Natural","Meteorological","Storm","Tropical cyclone",NULL,NULL,"No","No","No",NULL,"Kph","2009-11-02","2009-11-03","2010-01-18","2023-09-25"
"2009-0478-PHL","No","nat-met-sto-tro","Natural","Meteorological","Storm","Tropical cyclone",NULL,"Slide (land, mud, snow, rock)","No","No","No","140","Kph","2009-10-28","2009-10-28","2010-01-18","2023-09-25"
"2009-0478-VNM","No","nat-met-sto-tro","Natural","Meteorological","Storm","Tropical cyclone",NULL,"Flood","No","No","No","140","Kph","2009-11-02","2009-11-02","2010-02-09","2023-09-25"
"2009-0479-IDN","No","nat-geo-ear-gro","Natural","Geophysical","Earthquake","Ground movement",NULL,NULL,"No","No","No","7.6","Moment Magnitude","2009-11-08","2009-11-08","2010-03-07","2023-09-25"
"2009-0480-IDN","No","nat-hyd-mmw-lan","Natural","Hydrological","Mass movement (wet)","Landslide (wet)","Heavy rains",NULL,"No","No","No",NULL,NULL,"2009-11-08","2009-11-08","2009-11-16","2023-09-25"
"2009-0483-IND","No","nat-hyd-flo-riv","Natural","Hydrological","Flood","Riverine flood","Heavy rains","Slide (land, mud, snow, rock)","No","No","No","35730","Km2","2009-11-03","2009-11-08","2010-03-05","2023-09-25"
"2009-0487-CHN","No","nat-met-sto-bli","Natural","Meteorological","Storm","Blizzard/Winter storm",NULL,NULL,"No","No","No",NULL,"Kph","2009-11-09","2009-11-12","2010-04-30","2023-09-25"
"2009-0489-IRQ","No","nat-hyd-flo-fla","Natural","Hydrological","Flood","Flash flood",NULL,"Slide (land, mud, snow, rock)","No","No","No",NULL,"Km2","2009-10-30","2009-11-02","2009-12-03","2023-09-25"
"2009-0493-IRN","No","nat-geo-ear-gro","Natural","Geophysical","Earthquake","Ground movement",NULL,NULL,"No","No","No","5","Moment Magnitude","2009-11-03","2009-11-03","2010-03-07","2023-09-25"
"2009-0499-CHN","No","nat-met-sto-bli","Natural","Meteorological","Storm","Blizzard/Winter storm",NULL,NULL,"No","No","No",NULL,"Kph","2009-11-11","2009-11-14","2010-04-30","2023-09-25"
"2009-0500-CHN","No","nat-hyd-mmw-lan","Natural","Hydrological","Mass movement (wet)","Landslide (wet)",NULL,NULL,"No","No","No",NULL,NULL,"2009-11-17","2009-11-17","2009-12-03","2023-09-25"
"2009-0501-LKA","No","nat-hyd-flo-fla","Natural","Hydrological","Flood","Flash flood","Heavy rains",NULL,"No","No","No",NULL,"Km2","2009-11-21","2009-11-22","2009-11-23","2023-09-25"
"2009-0511-MYS","No","nat-hyd-flo-riv","Natural","Hydrological","Flood","Riverine flood","Heavy rain",NULL,"No","No","No","14490","Km2","2009-11-23","2009-11-26","2009-11-26","2023-09-25"
"2009-0513-THA","No","nat-hyd-flo-riv","Natural","Hydrological","Flood","Riverine flood","Monsoonal rain",NULL,"No","No","No","35580","Km2","2009-11-07","2009-11-08","2009-11-23","2023-09-25"
"2009-0521-PHL","No","nat-met-sto-tro","Natural","Meteorological","Storm","Tropical cyclone",NULL,"Slide (land, mud, snow, rock)","No","No","No",NULL,"Kph","2009-11-25","2009-11-25","2009-12-03","2023-09-25"
"2009-0522-SAU","No","nat-hyd-flo-riv","Natural","Hydrological","Flood","Riverine flood","Torrential rain",NULL,"No","No","No","114600","Km2","2009-11-24","2009-11-26","2010-03-10","2023-09-25"
"2009-0540-IDN","No","nat-hyd-flo-fla","Natural","Hydrological","Flood","Flash flood",NULL,NULL,"No","No","No",NULL,"Km2","2009-12-08","2009-12-08","2009-12-10","2023-09-25"
"2009-0551-LKA","No","nat-hyd-flo-fla","Natural","Hydrological","Flood","Flash flood","Torrential rain",NULL,"No","No","No","15650","Km2","2009-12-14","2009-12-16","2010-01-04","2023-09-25"
"2009-0574-PHL","No","nat-geo-vol-ash","Natural","Geophysical","Volcanic activity","Ash fall",NULL,"Earthquake","Yes","No","No",NULL,NULL,"2009-12-14","2009-12-20","2014-07-28","2023-09-25"
"2009-0595-BGD","No","nat-met-ext-col","Natural","Meteorological","Extreme temperature","Cold wave",NULL,NULL,"No","No","No","-6","°C","2009-12-15","2010-01-31","2010-07-13","2023-09-25"
"2009-0595-IND","No","nat-met-ext-col","Natural","Meteorological","Extreme temperature","Cold wave",NULL,NULL,"No","No","No","-9","°C","2010-01-02","2010-01-13","2010-08-04","2023-09-25"
"2009-0595-NPL","No","nat-met-ext-col","Natural","Meteorological","Extreme temperature","Cold wave",NULL,NULL,"No","No","No",NULL,"°C","2009-12-01","2010-01-01","2010-01-13","2023-09-25"
"2009-0606-PHL","No","nat-met-sto-tro","Natural","Meteorological","Storm","Tropical cyclone",NULL,"Flood","No","No","No",NULL,"Kph","2009-08-01","2009-08-03","2010-03-15","2023-09-25"
"2009-0608-NPL","No","nat-hyd-flo-riv","Natural","Hydrological","Flood","Riverine flood","Heavy rains","Slide (land, mud, snow, rock)","No","No","No",NULL,"Km2","2009-07-26","2009-07-28","2010-03-05","2023-09-25"
"2009-0609-IND","No","nat-met-sto-tro","Natural","Meteorological","Storm","Tropical cyclone",NULL,NULL,"No","No","No",NULL,"Kph","2009-11-11","2009-11-12","2010-03-08","2023-09-25"
"2009-0610-MYS","No","nat-hyd-flo-riv","Natural","Hydrological","Flood","Riverine flood","Heavy rain",NULL,"No","No","No","9062","Km2","2009-11-20","2009-11-27","2010-01-13","2023-09-25"
"2009-0611-VNM","No","nat-hyd-flo-riv","Natural","Hydrological","Flood","Riverine flood","Heavy rain",NULL,"No","No","No","47600","Km2","2009-09-25","2009-09-28","2010-01-13","2023-09-25"
"2009-0612-LAO","No","nat-hyd-flo-riv","Natural","Hydrological","Flood","Riverine flood","Heavy rain",NULL,"No","No","No","24950","Km2","2009-08-10","2009-08-11","2010-01-13","2023-09-25"
"2009-0613-CHN","No","nat-hyd-flo-riv","Natural","Hydrological","Flood","Riverine flood","Heavy rains","Slide (land, mud, snow, rock)","No","No","No","201100","Km2","2009-07-26","2009-08-04","2010-03-05","2023-09-25"
"2009-0621-CHN","No","nat-met-sto-tro","Natural","Meteorological","Storm","Tropical cyclone",NULL,"Flood","No","No","No",NULL,"Kph","2009-08-01","2009-08-05","2010-01-15","2023-09-25"
"2009-0632-MNG","No","nat-met-ext-col","Natural","Meteorological","Extreme temperature","Cold wave",NULL,NULL,"Yes","Yes","Yes","-50","°C","2009-12-01","2010-05-01","2014-05-12","2023-09-25"
"2009-0636-CHN","No","nat-hyd-flo-riv","Natural","Hydrological","Flood","Riverine flood","Heavy rains",NULL,"No","No","No",NULL,"Km2","2009-06-07","2009-06-09","2010-08-04","2023-09-25"
"2009-0638-IND","No","nat-hyd-flo-riv","Natural","Hydrological","Flood","Riverine flood","Heavy rains",NULL,"No","No","No",NULL,"Km2","2009-08-26","2009-08-28","2010-03-05","2023-09-25"
"2009-0640-IND","No","nat-met-sto-sev","Natural","Meteorological","Storm","Severe weather",NULL,"Hail","No","No","No",NULL,"Kph","2009-05-11","2009-05-11","2010-07-16","2023-09-25"
"2009-0641-IND","No","nat-met-sto-sev","Natural","Meteorological","Storm","Severe weather",NULL,"Flood","No","No","No",NULL,"Kph","2009-06-07","2009-06-07","2010-03-08","2023-09-25"
"2009-0642-CHN","No","nat-met-sto-sev","Natural","Meteorological","Storm","Severe weather",NULL,"Flood|Slide (land, mud, snow, rock)","No","No","No",NULL,"Kph","2009-08-02","2009-08-08","2010-03-08","2023-09-25"
"2009-0658-JPN","No","nat-met-ext-hea","Natural","Meteorological","Extreme temperature","Heat wave",NULL,NULL,"No","No","No",NULL,"°C","2009-07-01","2009-07-01","2010-07-27","2024-02-06"
"2009-9283-CHN","No","nat-cli-dro-dro","Natural","Climatological","Drought","Drought",NULL,NULL,"No","No","No",NULL,"Km2","2009-06-01","2009-07-01","2009-12-03","2023-09-25"
"2009-9323-BGD","No","nat-cli-dro-dro","Natural","Climatological","Drought","Drought",NULL,NULL,"No","No","No",NULL,"Km2","2009-07-01","2009-08-01","2009-12-08","2023-09-25"
"2009-9323-IND","No","nat-cli-dro-dro","Natural","Climatological","Drought","Drought",NULL,NULL,"No","No","Yes",NULL,"Km2","2009-07-01","2009-08-01","2009-12-08","2023-09-25"
"2009-9655-CHN","No","nat-cli-dro-dro","Natural","Climatological","Drought","Drought","Low precipitations","Water shortage","No","No","No",NULL,"Km2","2009-10-01","2010-05-01","2011-01-10","2023-09-25"
"2009-9660-NPL","No","nat-cli-dro-dro","Natural","Climatological","Drought","Drought",NULL,"Food shortage","Yes","No","No",NULL,"Km2","2009-01-01","2009-01-01","2010-08-16","2023-09-25"
"2009-9661-KGZ","No","nat-cli-dro-dro","Natural","Climatological","Drought","Drought",NULL,"Food shortage","Yes","No","No",NULL,"Km2","2009-01-01","2009-01-01","2010-08-16","2023-09-25"
"2010-0002-TJK","No","nat-geo-ear-gro","Natural","Geophysical","Earthquake","Ground movement",NULL,NULL,"No","No","No","5.4","Moment Magnitude","2010-01-02","2010-01-02","2010-02-03","2023-09-25"
"2010-0012-PAK","No","nat-hyd-mmw-lan","Natural","Hydrological","Mass movement (wet)","Landslide (wet)","Heavy snowfall",NULL,"Yes","No","No",NULL,NULL,"2010-01-04","2010-01-04","2014-05-12","2023-09-25"
"2010-0018-IRN","No","nat-geo-ear-gro","Natural","Geophysical","Earthquake","Ground movement",NULL,NULL,"No","No","No","5","Moment Magnitude","2010-01-16","2010-01-17","2010-02-03","2023-09-25"
"2010-0020-PHL","No","nat-hyd-flo-fla","Natural","Hydrological","Flood","Flash flood","Heavy rains","Slide (land, mud, snow, rock)","No","No","No",NULL,"Km2","2010-01-14","2010-01-17","2010-02-03","2023-09-25"
"2010-0021-ISR","No","nat-hyd-flo-riv","Natural","Hydrological","Flood","Riverine flood",NULL,"Lightening","No","No","No",NULL,"Km2","2010-01-19","2010-01-19","2010-02-03","2023-09-25"
"2010-0021-PSE","No","nat-hyd-flo-riv","Natural","Hydrological","Flood","Riverine flood","Heavy rains",NULL,"No","No","Yes",NULL,"Km2","2010-01-18","2010-01-19","2010-02-24","2023-09-25"
"2010-0026-IDN","No","nat-hyd-flo-riv","Natural","Hydrological","Flood","Riverine flood",NULL,NULL,"No","No","No",NULL,"Km2","2010-01-11","2010-01-11","2010-02-02","2023-09-25"
"2010-0031-PHL","No","nat-hyd-mmw-lan","Natural","Hydrological","Mass movement (wet)","Landslide (wet)","Continuous heavy rains",NULL,"No","No","No",NULL,NULL,"2010-01-01","2010-01-01","2010-02-03","2023-09-25"
"2010-0033-PHL","No","nat-hyd-flo-riv","Natural","Hydrological","Flood","Riverine flood","Heavy rains",NULL,"No","No","No",NULL,"Km2","2010-01-17","2010-01-17","2010-02-03","2023-09-25"
"2010-0034-IDN","No","nat-hyd-flo-fla","Natural","Hydrological","Flood","Flash flood",NULL,NULL,"No","No","No",NULL,"Km2","2010-01-22","2010-01-22","2010-02-04","2023-09-25"
"2010-0036-CHN","No","nat-met-sto-bli","Natural","Meteorological","Storm","Blizzard/Winter storm",NULL,"Avalanche (Snow, Debris)|Cold wave","No","No","No",NULL,"Kph","2010-01-01","2010-01-27","2011-03-16","2023-09-25"
"2010-0048-AFG","No","nat-hyd-mmw-ava","Natural","Hydrological","Mass movement (wet)","Avalanche (wet)",NULL,NULL,"No","No","No",NULL,NULL,"2010-02-06","2010-02-09","2011-03-02","2023-09-25"
"2010-0052-IND","No","nat-hyd-mmw-ava","Natural","Hydrological","Mass movement (wet)","Avalanche (wet)",NULL,NULL,"No","No","No",NULL,NULL,"2010-02-08","2010-02-08","2010-02-10","2023-09-25"
"2010-0053-PAK","No","nat-hyd-flo-riv","Natural","Hydrological","Flood","Riverine flood","Heavy rain and snow","Slide (land, mud, snow, rock)","No","No","No",NULL,"Km2","2010-02-08","2010-02-09","2011-01-06","2023-09-25"
"2010-0064-CHN","No","nat-geo-ear-gro","Natural","Geophysical","Earthquake","Ground movement",NULL,NULL,"No","No","No","5.1","Moment Magnitude","2010-01-30","2010-01-30","2014-03-12","2023-09-25"
"2010-0073-PAK","No","nat-hyd-mmw-ava","Natural","Hydrological","Mass movement (wet)","Avalanche (wet)",NULL,NULL,"No","No","No",NULL,NULL,"2010-02-18","2010-02-18","2010-02-24","2023-09-25"
"2010-0075-IDN","No","nat-hyd-flo-riv","Natural","Hydrological","Flood","Riverine flood","Heavy rains","Slide (land, mud, snow, rock)","No","No","No",NULL,"Km2","2010-02-23","2010-03-01","2011-03-15","2023-09-25"
"2010-0087-CHN","No","nat-geo-ear-gro","Natural","Geophysical","Earthquake","Ground movement",NULL,NULL,"No","No","No","5.2","Moment Magnitude","2010-02-25","2010-02-25","2010-04-07","2023-09-25"
"2010-0093-TUR","No","nat-geo-ear-gro","Natural","Geophysical","Earthquake","Ground movement",NULL,NULL,"No","No","No","6.1","Moment Magnitude","2010-03-08","2010-03-08","2014-02-25","2023-09-25"
"2010-0109-KAZ","No","nat-hyd-flo-fla","Natural","Hydrological","Flood","Flash flood","Heavy rain, Snowmelt and rise of temperature","Broken Dam/Burst bank","No","No","No","323800","Km2","2010-02-01","2010-03-01","2011-03-15","2023-09-25"
"2010-0129-AFG","No","nat-hyd-mmw-ava","Natural","Hydrological","Mass movement (wet)","Avalanche (wet)",NULL,NULL,"No","No","No",NULL,NULL,"2010-03-02","2010-03-02","2011-03-16","2023-09-25"
"2010-0169-CHN","No","nat-geo-ear-gro","Natural","Geophysical","Earthquake","Ground movement",NULL,NULL,"Yes","No","No","6.9","Moment Magnitude","2010-04-14","2010-04-14","2014-05-12","2023-09-25"
"2010-0171-BGD","No","nat-met-sto-tro","Natural","Meteorological","Storm","Tropical cyclone",NULL,NULL,"No","No","No","120","Kph","2010-04-13","2010-04-14","2010-08-13","2023-09-25"
"2010-0171-IND","No","nat-met-sto-tro","Natural","Meteorological","Storm","Tropical cyclone",NULL,NULL,"No","No","No",NULL,"Kph","2010-04-13","2010-04-14","2010-04-26","2023-09-25"
"2010-0174-TJK","No","nat-hyd-flo-riv","Natural","Hydrological","Flood","Riverine flood","Heavy rains",NULL,"Yes","No","No",NULL,"Km2","2010-04-11","2010-04-11","2010-04-30","2023-09-25"
"2010-0175-TJK","No","nat-hyd-flo-riv","Natural","Hydrological","Flood","Riverine flood","Heavy rains","Slide (land, mud, snow, rock)","Yes","No","No",NULL,"Km2","2010-05-06","2010-05-10","2014-07-28","2023-09-25"
"2010-0176-AFG","No","nat-hyd-flo-riv","Natural","Hydrological","Flood","Riverine flood","Heavy rains",NULL,"No","No","No","65810","Km2","2010-05-05","2010-05-08","2011-03-15","2023-09-25"
"2010-0177-IND","No","nat-met-sto-sto","Natural","Meteorological","Storm","Storm (General)",NULL,"Flood","No","No","No",NULL,"Kph","2010-05-06","2010-05-08","2010-05-10","2023-09-25"
"2010-0179-CHN","No","nat-met-sto-tor","Natural","Meteorological","Storm","Tornado",NULL,"Hail|Slide (land, mud, snow, rock)","No","No","No",NULL,"Kph","2010-05-06","2010-05-06","2010-05-10","2023-09-25"
"2010-0183-YEM","No","nat-hyd-flo-riv","Natural","Hydrological","Flood","Riverine flood","Heavy rains",NULL,"No","No","No","38890","Km2","2010-05-05","2010-05-05","2010-07-15","2023-09-25"
"2010-0191-LKA","No","nat-hyd-flo-riv","Natural","Hydrological","Flood","Riverine flood","Monsoonal rain",NULL,"Yes","No","No","19210","Km2","2010-05-14","2010-05-20","2014-05-12","2023-09-25"
"2010-0198-IND","No","nat-met-sto-tro","Natural","Meteorological","Storm","Tropical cyclone",NULL,"Rain","No","No","No","110","Kph","2010-05-20","2010-05-20","2010-05-27","2023-09-25"
"2010-0204-AZE","No","nat-hyd-flo-riv","Natural","Hydrological","Flood","Riverine flood","Heavy rains","Slide (land, mud, snow, rock)","No","No","No",NULL,"Km2","2010-05-04","2010-05-13","2010-12-20","2023-09-25"
"2010-0205-BGD","No","nat-met-sto-tro","Natural","Meteorological","Storm","Tropical cyclone",NULL,NULL,"No","No","No",NULL,"Kph","2010-04-17","2010-04-17","2010-05-27","2023-09-25"
"2010-0206-IND","No","nat-met-ext-hea","Natural","Meteorological","Extreme temperature","Heat wave",NULL,NULL,"No","No","No","49","°C","2010-03-01","2010-05-01","2010-05-27","2023-09-25"
"2010-0207-NPL","No","nat-bio-epi-bac","Natural","Biological","Epidemic","Bacterial disease","Increase in temperatures and scarcity of safe drinking water",NULL,"No","No","No",NULL,NULL,"2010-04-01","2010-12-01","2011-01-21","2023-09-25"
"2010-0210-OMN","No","nat-met-sto-tro","Natural","Meteorological","Storm","Tropical cyclone",NULL,NULL,"No","No","No",NULL,"Kph","2010-06-06","2010-06-06","2010-07-13","2023-09-25"
"2010-0210-PAK","No","nat-met-sto-tro","Natural","Meteorological","Storm","Tropical cyclone",NULL,"Flood","No","No","No",NULL,"Kph","2010-06-06","2010-06-07","2010-07-13","2023-09-25"
"2010-0216-CHN","No","nat-hyd-mmw-lan","Natural","Hydrological","Mass movement (wet)","Landslide (wet)","Heavy rains",NULL,"No","No","No",NULL,NULL,"2010-05-30","2010-06-03","2010-06-08","2023-09-25"
"2010-0231-BGD","No","nat-hyd-mmw-lan","Natural","Hydrological","Mass movement (wet)","Landslide (wet)","Heavy rain",NULL,"No","No","No",NULL,NULL,"2010-06-14","2010-06-15","2011-01-10","2023-09-25"
"2010-0231-MMR","No","nat-hyd-mmw-lan","Natural","Hydrological","Mass movement (wet)","Landslide (wet)",NULL,"Slide (land, mud, snow, rock)","No","No","No",NULL,NULL,"2010-06-17","2010-06-17","2010-07-14","2023-09-25"
"2010-0232-PHL","No","nat-hyd-flo-riv","Natural","Hydrological","Flood","Riverine flood","Torrential rain",NULL,"No","No","No","22340","Km2","2010-05-28","2010-06-01","2010-07-02","2023-09-25"
"2010-0238-IDN","No","nat-geo-ear-gro","Natural","Geophysical","Earthquake","Ground movement",NULL,"Slide (land, mud, snow, rock)","No","No","No","7","Moment Magnitude","2010-06-16","2010-06-16","2010-07-05","2023-09-25"
"2010-0239-CHN","No","nat-hyd-flo-riv","Natural","Hydrological","Flood","Riverine flood","Heavy monsoonal rains","Slide (land, mud, snow, rock)","Yes","No","No",NULL,"Km2","2010-05-29","2010-08-31","2014-05-12","2023-09-25"
"2010-0262-CHN","No","nat-hyd-mmw-lan","Natural","Hydrological","Mass movement (wet)","Landslide (wet)",NULL,NULL,"No","No","No",NULL,NULL,"2010-06-28","2010-06-28","2010-07-09","2023-09-25"
"2010-0269-BGD","No","nat-hyd-flo-fla","Natural","Hydrological","Flood","Flash flood",NULL,NULL,"No","No","No",NULL,"Km2","2010-06-24","2010-06-24","2010-07-12","2023-09-25"
"2010-0272-KGZ","No","nat-hyd-mmw-lan","Natural","Hydrological","Mass movement (wet)","Landslide (wet)","Heavy rains",NULL,"No","No","No",NULL,NULL,"2010-06-03","2010-06-03","2010-07-13","2023-09-25"
"2010-0276-IND","No","nat-hyd-flo-riv","Natural","Hydrological","Flood","Riverine flood","Monsoonal rains",NULL,"No","No","No","147437","Km2","2010-07-05","2010-07-15","2011-03-15","2023-09-25"
"2010-0281-PHL","No","nat-hyd-flo-riv","Natural","Hydrological","Flood","Riverine flood","Heavy rains",NULL,"No","No","No",NULL,"Km2","2010-06-01","2010-06-01","2010-07-15","2023-09-25"
"2010-0282-PAK","No","nat-hyd-flo-riv","Natural","Hydrological","Flood","Riverine flood","Torrential rain",NULL,"No","No","No","9326","Km2","2010-06-22","2010-06-24","2010-07-15","2023-09-25"
"2010-0283-IND","No","nat-hyd-flo-riv","Natural","Hydrological","Flood","Riverine flood",NULL,NULL,"No","No","No","63170","Km2","2010-05-18","2010-05-24","2010-07-15","2023-09-25"
"2010-0291-KAZ","No","nat-hyd-flo-riv","Natural","Hydrological","Flood","Riverine flood",NULL,NULL,"No","No","No",NULL,"Km2","2010-03-17","2010-03-24","2010-07-15","2023-09-25"
"2010-0293-PAK","No","nat-hyd-flo-fla","Natural","Hydrological","Flood","Flash flood","Monsoonal rain",NULL,"No","No","No","14180","Km2","2010-07-21","2010-07-23","2010-07-28","2023-09-25"
